area,party,year,validVotes,personalVotes,listedMen,listedWomen,electedMen,electedWomen
Samsø,Liberal Democratic Party,2005,861,812,7,1,3,1
Samsø,Liberal Democratic Party,2009,839,796,5,1,4,1
Samsø,Liberal Democratic Party,2013,866,793,4,3,2,2
Samsø,Liberal Democratic Party,2017,658,595,4,2,3,0
Samsø,Unity List,2005,0,0,0,0,0,0
Samsø,Unity List,2009,0,0,0,0,0,0
Samsø,Unity List,2013,0,0,0,0,0,0
Samsø,Unity List,2017,0,0,0,0,0,0
Samsø,The Alternative,2005,0,0,0,0,0,0
Samsø,The Alternative,2009,0,0,0,0,0,0
Samsø,The Alternative,2013,0,0,0,0,0,0
Samsø,The Alternative,2017,0,0,0,0,0,0
Samsø,"Letters not reserved, total",2005,252,223,5,1,1,0
Samsø,"Letters not reserved, total",2009,444,379,7,5,0,1
Samsø,"Letters not reserved, total",2013,343,304,4,2,0,1
Samsø,"Letters not reserved, total",2017,153,130,1,1,0,0
Silkeborg,Social Democratic Party,2005,14057,11651,26,9,10,1
Silkeborg,Social Democratic Party,2009,12909,10329,18,6,8,2
Silkeborg,Social Democratic Party,2013,12748,10409,18,2,8,1
Silkeborg,Social Democratic Party,2017,15612,12544,18,4,8,2
Silkeborg,Social Liberal Party,2005,1507,803,10,2,1,0
Silkeborg,Social Liberal Party,2009,1058,663,7,2,0,0
Silkeborg,Social Liberal Party,2013,2451,1815,4,2,1,0
Silkeborg,Social Liberal Party,2017,2176,1724,7,1,1,0
Silkeborg,Conservative Peoples Party,2005,3706,3104,11,2,2,0
Silkeborg,Conservative Peoples Party,2009,4733,3963,5,4,2,1
Silkeborg,Conservative Peoples Party,2013,3941,3544,4,3,1,1
Silkeborg,Conservative Peoples Party,2017,2314,1968,7,2,1,0
Silkeborg,Nye Borgerlige,2005,0,0,0,0,0,0
Silkeborg,Nye Borgerlige,2009,0,0,0,0,0,0
Silkeborg,Nye Borgerlige,2013,0,0,0,0,0,0
Silkeborg,Nye Borgerlige,2017,0,0,0,0,0,0
Silkeborg,Socialist Peoples Party,2005,4678,3888,23,11,2,1
Silkeborg,Socialist Peoples Party,2009,7402,5044,16,6,5,1
Silkeborg,Socialist Peoples Party,2013,3695,2813,7,6,1,1
Silkeborg,Socialist Peoples Party,2017,3745,3011,8,7,1,1
Silkeborg,Liberal Alliance,2005,0,0,0,0,0,0
Silkeborg,Liberal Alliance,2009,243,182,3,1,0,0
Silkeborg,Liberal Alliance,2013,2020,1376,7,1,1,0
Silkeborg,Liberal Alliance,2017,1894,1502,4,1,1,0
Silkeborg,Danish Peoples Party (1997-),2005,2190,1425,6,1,1,0
Silkeborg,Danish Peoples Party (1997-),2009,3335,2334,4,2,1,1
Silkeborg,Danish Peoples Party (1997-),2013,4941,3495,7,1,2,1
Silkeborg,Danish Peoples Party (1997-),2017,3234,1771,6,1,2,0
Silkeborg,The Slesvig Party,2005,0,0,0,0,0,0
Silkeborg,The Slesvig Party,2009,0,0,0,0,0,0
Silkeborg,The Slesvig Party,2013,0,0,0,0,0,0
Silkeborg,The Slesvig Party,2017,0,0,0,0,0,0
Silkeborg,Liberal Democratic Party,2005,16658,14470,27,8,10,2
Silkeborg,Liberal Democratic Party,2009,13392,11255,14,4,6,4
Silkeborg,Liberal Democratic Party,2013,16841,13980,16,6,8,3
Silkeborg,Liberal Democratic Party,2017,17030,14652,18,5,7,4
Silkeborg,Unity List,2005,1091,795,6,7,0,0
Silkeborg,Unity List,2009,916,673,6,5,0,0
Silkeborg,Unity List,2013,3805,2368,7,6,1,1
Silkeborg,Unity List,2017,2875,1900,4,5,1,1
Silkeborg,The Alternative,2005,0,0,0,0,0,0
Silkeborg,The Alternative,2009,0,0,0,0,0,0
Silkeborg,The Alternative,2013,0,0,0,0,0,0
Silkeborg,The Alternative,2017,1277,899,3,1,1,0
Silkeborg,"Letters not reserved, total",2005,1709,1447,14,4,1,0
Silkeborg,"Letters not reserved, total",2009,943,780,4,1,0,0
Silkeborg,"Letters not reserved, total",2013,515,356,4,2,0,0
Silkeborg,"Letters not reserved, total",2017,1783,1162,6,2,0,0
Skanderborg,Social Democratic Party,2005,9834,7805,13,11,8,2
Skanderborg,Social Democratic Party,2009,10163,8287,16,6,9,2
Skanderborg,Social Democratic Party,2013,12376,10544,19,3,10,2
Skanderborg,Social Democratic Party,2017,12793,10638,17,6,7,4
Skanderborg,Social Liberal Party,2005,2048,1552,9,10,1,1
Skanderborg,Social Liberal Party,2009,1313,1066,7,3,1,0
Skanderborg,Social Liberal Party,2013,2188,1782,4,6,1,1
Skanderborg,Social Liberal Party,2017,2299,1969,3,6,1,1
Skanderborg,Conservative Peoples Party,2005,1317,878,11,3,1,0
Skanderborg,Conservative Peoples Party,2009,1660,1045,6,1,1,0
Skanderborg,Conservative Peoples Party,2013,1033,789,5,0,1,0
Skanderborg,Conservative Peoples Party,2017,1804,1566,7,1,1,0
Skanderborg,Nye Borgerlige,2005,0,0,0,0,0,0
Skanderborg,Nye Borgerlige,2009,0,0,0,0,0,0
Skanderborg,Nye Borgerlige,2013,0,0,0,0,0,0
Skanderborg,Nye Borgerlige,2017,272,150,2,1,0,0
Skanderborg,Socialist Peoples Party,2005,1789,1176,8,0,2,0
Skanderborg,Socialist Peoples Party,2009,4618,2898,7,2,3,1
Skanderborg,Socialist Peoples Party,2013,2035,1579,4,2,1,1
Skanderborg,Socialist Peoples Party,2017,2344,1869,3,3,2,0
Skanderborg,Liberal Alliance,2005,0,0,0,0,0,0
Skanderborg,Liberal Alliance,2009,0,0,0,0,0,0
Skanderborg,Liberal Alliance,2013,1004,638,3,0,0,0
Skanderborg,Liberal Alliance,2017,1017,661,6,2,0,0
Skanderborg,Danish Peoples Party (1997-),2005,1105,557,4,0,1,0
Skanderborg,Danish Peoples Party (1997-),2009,1598,823,2,2,1,0
Skanderborg,Danish Peoples Party (1997-),2013,2786,1514,10,5,2,0
Skanderborg,Danish Peoples Party (1997-),2017,3069,1839,19,4,3,0
Skanderborg,The Slesvig Party,2005,0,0,0,0,0,0
Skanderborg,The Slesvig Party,2009,0,0,0,0,0,0
Skanderborg,The Slesvig Party,2013,0,0,0,0,0,0
Skanderborg,The Slesvig Party,2017,0,0,0,0,0,0
Skanderborg,Liberal Democratic Party,2005,12118,10472,18,7,11,2
Skanderborg,Liberal Democratic Party,2009,9834,8237,20,4,9,2
Skanderborg,Liberal Democratic Party,2013,10023,7685,16,8,6,3
Skanderborg,Liberal Democratic Party,2017,8487,6656,14,3,6,2
Skanderborg,Unity List,2005,803,525,5,1,0,0
Skanderborg,Unity List,2009,0,0,0,0,0,0
Skanderborg,Unity List,2013,1692,930,5,3,1,0
Skanderborg,Unity List,2017,1443,909,5,4,0,1
Skanderborg,The Alternative,2005,0,0,0,0,0,0
Skanderborg,The Alternative,2009,0,0,0,0,0,0
Skanderborg,The Alternative,2013,0,0,0,0,0,0
Skanderborg,The Alternative,2017,1197,848,1,2,0,1
Skanderborg,"Letters not reserved, total",2005,475,419,4,0,0,0
Skanderborg,"Letters not reserved, total",2009,0,0,0,0,0,0
Skanderborg,"Letters not reserved, total",2013,31,24,1,0,0,0
Skanderborg,"Letters not reserved, total",2017,15,9,1,0,0,0
Syddjurs,Social Democratic Party,2005,8765,7690,22,5,9,2
Syddjurs,Social Democratic Party,2009,5464,4459,15,5,5,2
Syddjurs,Social Democratic Party,2013,5574,4417,14,3,6,1
Syddjurs,Social Democratic Party,2017,6274,5042,11,2,7,1
Syddjurs,Social Liberal Party,2005,1170,900,10,6,2,0
Syddjurs,Social Liberal Party,2009,773,658,8,4,1,0
Syddjurs,Social Liberal Party,2013,1072,859,6,2,1,0
Syddjurs,Social Liberal Party,2017,1398,1222,6,2,1,0
Syddjurs,Conservative Peoples Party,2005,1213,936,7,4,1,0
Syddjurs,Conservative Peoples Party,2009,1606,1318,4,3,2,0
Syddjurs,Conservative Peoples Party,2013,383,251,7,3,0,0
Syddjurs,Conservative Peoples Party,2017,1066,947,3,2,1,0
Syddjurs,Nye Borgerlige,2005,0,0,0,0,0,0
Syddjurs,Nye Borgerlige,2009,0,0,0,0,0,0
Syddjurs,Nye Borgerlige,2013,0,0,0,0,0,0
Syddjurs,Nye Borgerlige,2017,143,76,2,0,0,0
Syddjurs,Socialist Peoples Party,2005,1512,1149,8,5,1,1
Syddjurs,Socialist Peoples Party,2009,4814,3977,9,4,3,3
Syddjurs,Socialist Peoples Party,2013,4330,3917,8,6,3,2
Syddjurs,Socialist Peoples Party,2017,3809,3459,8,8,2,2
Syddjurs,Liberal Alliance,2005,0,0,0,0,0,0
Syddjurs,Liberal Alliance,2009,0,0,0,0,0,0
Syddjurs,Liberal Alliance,2013,1297,1071,4,2,2,0
Syddjurs,Liberal Alliance,2017,379,252,2,2,0,0
Syddjurs,Danish Peoples Party (1997-),2005,1254,835,4,1,1,0
Syddjurs,Danish Peoples Party (1997-),2009,1280,731,4,1,1,0
Syddjurs,Danish Peoples Party (1997-),2013,2208,1219,4,2,1,1
Syddjurs,Danish Peoples Party (1997-),2017,2069,1246,3,2,2,1
Syddjurs,The Slesvig Party,2005,0,0,0,0,0,0
Syddjurs,The Slesvig Party,2009,0,0,0,0,0,0
Syddjurs,The Slesvig Party,2013,0,0,0,0,0,0
Syddjurs,The Slesvig Party,2017,0,0,0,0,0,0
Syddjurs,Liberal Democratic Party,2005,6075,5093,22,4,6,2
Syddjurs,Liberal Democratic Party,2009,6080,5159,13,2,7,2
Syddjurs,Liberal Democratic Party,2013,6525,5309,14,4,5,3
Syddjurs,Liberal Democratic Party,2017,7238,6351,10,6,6,2
Syddjurs,Unity List,2005,318,171,3,0,0,0
Syddjurs,Unity List,2009,238,146,5,2,0,0
Syddjurs,Unity List,2013,1342,694,6,1,1,0
Syddjurs,Unity List,2017,1125,720,5,2,1,0
Syddjurs,The Alternative,2005,0,0,0,0,0,0
Syddjurs,The Alternative,2009,0,0,0,0,0,0
Syddjurs,The Alternative,2013,0,0,0,0,0,0
Syddjurs,The Alternative,2017,950,728,2,1,0,1
Syddjurs,"Letters not reserved, total",2005,1663,1549,13,6,1,1
Syddjurs,"Letters not reserved, total",2009,999,902,8,2,1,0
Syddjurs,"Letters not reserved, total",2013,1283,1174,8,2,1,0
Syddjurs,"Letters not reserved, total",2017,15,12,2,0,0,0
Aarhus,Social Democratic Party,2005,64191,51826,22,13,9,4
Aarhus,Social Democratic Party,2009,63209,51547,16,10,9,5
Aarhus,Social Democratic Party,2013,68798,57475,16,11,9,4
Aarhus,Social Democratic Party,2017,71595,58974,15,6,8,5
Aarhus,Social Liberal Party,2005,11664,6831,22,13,2,0
Aarhus,Social Liberal Party,2009,7903,5244,18,12,1,0
Aarhus,Social Liberal Party,2013,14956,10207,16,10,1,1
Aarhus,Social Liberal Party,2017,15615,10527,16,8,1,1
Aarhus,Conservative Peoples Party,2005,5873,3748,15,7,1,0
Aarhus,Conservative Peoples Party,2009,13633,9523,14,5,2,1
Aarhus,Conservative Peoples Party,2013,11213,8916,15,6,2,0
Aarhus,Conservative Peoples Party,2017,8043,6038,15,6,1,0
Aarhus,Nye Borgerlige,2005,0,0,0,0,0,0
Aarhus,Nye Borgerlige,2009,0,0,0,0,0,0
Aarhus,Nye Borgerlige,2013,0,0,0,0,0,0
Aarhus,Nye Borgerlige,2017,2084,1077,5,1,0,0
Aarhus,Socialist Peoples Party,2005,10467,5002,15,10,2,0
Aarhus,Socialist Peoples Party,2009,26801,11854,17,18,3,2
Aarhus,Socialist Peoples Party,2013,12159,7675,17,15,2,0
Aarhus,Socialist Peoples Party,2017,17531,12656,15,14,2,1
Aarhus,Liberal Alliance,2005,0,0,0,0,0,0
Aarhus,Liberal Alliance,2009,568,291,5,0,0,0
Aarhus,Liberal Alliance,2013,6900,4530,6,1,1,0
Aarhus,Liberal Alliance,2017,7786,4424,7,3,0,1
Aarhus,Danish Peoples Party (1997-),2005,5809,2907,4,2,1,0
Aarhus,Danish Peoples Party (1997-),2009,8879,4266,5,1,1,1
Aarhus,Danish Peoples Party (1997-),2013,13117,7097,5,3,1,1
Aarhus,Danish Peoples Party (1997-),2017,12174,7506,7,2,1,1
Aarhus,The Slesvig Party,2005,0,0,0,0,0,0
Aarhus,The Slesvig Party,2009,0,0,0,0,0,0
Aarhus,The Slesvig Party,2013,0,0,0,0,0,0
Aarhus,The Slesvig Party,2017,0,0,0,0,0,0
Aarhus,Liberal Democratic Party,2005,55505,49906,18,10,8,3
Aarhus,Liberal Democratic Party,2009,24352,17668,13,7,3,2
Aarhus,Liberal Democratic Party,2013,30968,19421,14,4,4,2
Aarhus,Liberal Democratic Party,2017,29051,19395,14,5,4,2
Aarhus,Unity List,2005,7154,3759,19,16,1,0
Aarhus,Unity List,2009,5718,3111,15,16,0,1
Aarhus,Unity List,2013,16879,7900,17,14,1,2
Aarhus,Unity List,2017,13567,6008,17,15,1,1
Aarhus,The Alternative,2005,0,0,0,0,0,0
Aarhus,The Alternative,2009,0,0,0,0,0,0
Aarhus,The Alternative,2013,0,0,0,0,0,0
Aarhus,The Alternative,2017,9327,5658,6,3,0,1
Aarhus,"Letters not reserved, total",2005,5042,3033,36,14,0,0
Aarhus,"Letters not reserved, total",2009,2131,1286,26,8,0,0
Aarhus,"Letters not reserved, total",2013,5007,3583,19,7,0,0
Aarhus,"Letters not reserved, total",2017,2767,1727,18,5,0,0
Herning,Social Democratic Party,2005,7543,5804,14,5,4,1
Herning,Social Democratic Party,2009,5660,3840,12,3,2,2
Herning,Social Democratic Party,2013,6498,4769,12,6,2,2
Herning,Social Democratic Party,2017,8489,6149,13,7,1,4
Herning,Social Liberal Party,2005,2939,2551,15,11,2,0
Herning,Social Liberal Party,2009,2402,2170,12,7,1,0
Herning,Social Liberal Party,2013,3042,2732,13,5,2,0
Herning,Social Liberal Party,2017,2513,2180,10,8,1,0
Herning,Conservative Peoples Party,2005,1483,1205,16,5,1,0
Herning,Conservative Peoples Party,2009,1133,870,5,3,1,0
Herning,Conservative Peoples Party,2013,994,853,6,1,0,0
Herning,Conservative Peoples Party,2017,2148,1877,8,2,2,0
Herning,Nye Borgerlige,2005,0,0,0,0,0,0
Herning,Nye Borgerlige,2009,0,0,0,0,0,0
Herning,Nye Borgerlige,2013,0,0,0,0,0,0
Herning,Nye Borgerlige,2017,252,120,1,0,0,0
Herning,Socialist Peoples Party,2005,1594,1130,7,7,1,0
Herning,Socialist Peoples Party,2009,3963,2838,7,8,2,1
Herning,Socialist Peoples Party,2013,2335,1940,7,6,1,0
Herning,Socialist Peoples Party,2017,2176,1730,4,6,1,0
Herning,Liberal Alliance,2005,0,0,0,0,0,0
Herning,Liberal Alliance,2009,0,0,0,0,0,0
Herning,Liberal Alliance,2013,717,423,4,0,0,0
Herning,Liberal Alliance,2017,756,501,6,0,0,0
Herning,Danish Peoples Party (1997-),2005,2206,1532,5,4,0,1
Herning,Danish Peoples Party (1997-),2009,2174,1338,3,3,0,1
Herning,Danish Peoples Party (1997-),2013,4392,3244,7,4,3,0
Herning,Danish Peoples Party (1997-),2017,2861,1702,6,3,1,0
Herning,The Slesvig Party,2005,0,0,0,0,0,0
Herning,The Slesvig Party,2009,0,0,0,0,0,0
Herning,The Slesvig Party,2013,0,0,0,0,0,0
Herning,The Slesvig Party,2017,0,0,0,0,0,0
Herning,Liberal Democratic Party,2005,26540,25263,28,7,15,4
Herning,Liberal Democratic Party,2009,28279,27169,26,9,14,6
Herning,Liberal Democratic Party,2013,28686,27314,21,14,11,8
Herning,Liberal Democratic Party,2017,28071,26551,25,10,11,8
Herning,Unity List,2005,319,190,4,0,0,0
Herning,Unity List,2009,210,122,2,0,0,0
Herning,Unity List,2013,1573,911,7,1,1,0
Herning,Unity List,2017,1119,680,4,1,1,0
Herning,The Alternative,2005,0,0,0,0,0,0
Herning,The Alternative,2009,0,0,0,0,0,0
Herning,The Alternative,2013,0,0,0,0,0,0
Herning,The Alternative,2017,436,233,4,0,0,0
Herning,"Letters not reserved, total",2005,3315,2934,24,11,2,0
Herning,"Letters not reserved, total",2009,1952,1715,14,4,1,0
Herning,"Letters not reserved, total",2013,1447,1143,7,3,1,0
Herning,"Letters not reserved, total",2017,1682,1385,9,4,1,0
Holstebro,Social Democratic Party,2005,8347,7128,19,7,5,3
Holstebro,Social Democratic Party,2009,9211,8031,16,7,5,3
Holstebro,Social Democratic Party,2013,15220,14467,14,9,8,5
Holstebro,Social Democratic Party,2017,14574,13529,21,7,8,4
Holstebro,Social Liberal Party,2005,3167,2816,16,8,3,0
Holstebro,Social Liberal Party,2009,2470,2299,10,5,2,0
Holstebro,Social Liberal Party,2013,1745,1555,8,4,1,0
Holstebro,Social Liberal Party,2017,1838,1664,11,5,2,0
Holstebro,Conservative Peoples Party,2005,1938,1692,10,2,1,0
Holstebro,Conservative Peoples Party,2009,3604,3316,14,3,2,1
Holstebro,Conservative Peoples Party,2013,865,799,7,2,0,0
Holstebro,Conservative Peoples Party,2017,856,759,2,3,0,1
Holstebro,Nye Borgerlige,2005,0,0,0,0,0,0
Holstebro,Nye Borgerlige,2009,0,0,0,0,0,0
Holstebro,Nye Borgerlige,2013,0,0,0,0,0,0
Holstebro,Nye Borgerlige,2017,0,0,0,0,0,0
Holstebro,Socialist Peoples Party,2005,1870,1569,7,8,1,1
Holstebro,Socialist Peoples Party,2009,3668,2660,8,9,2,1
Holstebro,Socialist Peoples Party,2013,1344,1170,6,4,1,0
Holstebro,Socialist Peoples Party,2017,1613,1378,6,6,1,0
Holstebro,Liberal Alliance,2005,0,0,0,0,0,0
Holstebro,Liberal Alliance,2009,0,0,0,0,0,0
Holstebro,Liberal Alliance,2013,384,264,3,1,0,0
Holstebro,Liberal Alliance,2017,756,660,3,1,0,0
Holstebro,Danish Peoples Party (1997-),2005,1768,1241,5,2,1,0
Holstebro,Danish Peoples Party (1997-),2009,3462,2265,6,3,2,1
Holstebro,Danish Peoples Party (1997-),2013,2604,1915,8,2,2,0
Holstebro,Danish Peoples Party (1997-),2017,2287,1520,5,1,1,1
Holstebro,The Slesvig Party,2005,0,0,0,0,0,0
Holstebro,The Slesvig Party,2009,0,0,0,0,0,0
Holstebro,The Slesvig Party,2013,0,0,0,0,0,0
Holstebro,The Slesvig Party,2017,0,0,0,0,0,0
Holstebro,Liberal Democratic Party,2005,11392,10267,24,7,9,2
Holstebro,Liberal Democratic Party,2009,8924,7996,23,2,7,1
Holstebro,Liberal Democratic Party,2013,10833,9983,19,4,8,2
Holstebro,Liberal Democratic Party,2017,10519,9534,17,4,8,1
Holstebro,Unity List,2005,181,82,3,0,0,0
Holstebro,Unity List,2009,203,142,1,1,0,0
Holstebro,Unity List,2013,853,572,4,3,0,0
Holstebro,Unity List,2017,776,581,3,2,0,0
Holstebro,The Alternative,2005,0,0,0,0,0,0
Holstebro,The Alternative,2009,0,0,0,0,0,0
Holstebro,The Alternative,2013,0,0,0,0,0,0
Holstebro,The Alternative,2017,228,150,2,0,0,0
Holstebro,"Letters not reserved, total",2005,1285,1088,13,6,1,0
Holstebro,"Letters not reserved, total",2009,829,656,7,1,0,0
Holstebro,"Letters not reserved, total",2013,448,336,6,3,0,0
Holstebro,"Letters not reserved, total",2017,457,348,4,1,0,0
Ikast-Brande,Social Democratic Party,2005,4290,3723,11,8,3,3
Ikast-Brande,Social Democratic Party,2009,4128,3505,10,5,3,2
Ikast-Brande,Social Democratic Party,2013,4167,3563,7,5,3,3
Ikast-Brande,Social Democratic Party,2017,5178,4304,7,8,2,4
Ikast-Brande,Social Liberal Party,2005,594,483,7,1,0,0
Ikast-Brande,Social Liberal Party,2009,227,180,2,2,0,0
Ikast-Brande,Social Liberal Party,2013,553,477,3,2,0,0
Ikast-Brande,Social Liberal Party,2017,334,249,4,0,0,0
Ikast-Brande,Conservative Peoples Party,2005,1961,1813,12,2,1,1
Ikast-Brande,Conservative Peoples Party,2009,2226,2088,9,2,1,1
Ikast-Brande,Conservative Peoples Party,2013,961,880,5,1,0,1
Ikast-Brande,Conservative Peoples Party,2017,2920,2758,10,3,1,2
Ikast-Brande,Nye Borgerlige,2005,0,0,0,0,0,0
Ikast-Brande,Nye Borgerlige,2009,0,0,0,0,0,0
Ikast-Brande,Nye Borgerlige,2013,0,0,0,0,0,0
Ikast-Brande,Nye Borgerlige,2017,0,0,0,0,0,0
Ikast-Brande,Socialist Peoples Party,2005,519,398,4,4,0,0
Ikast-Brande,Socialist Peoples Party,2009,917,535,3,0,1,0
Ikast-Brande,Socialist Peoples Party,2013,555,431,2,1,0,0
Ikast-Brande,Socialist Peoples Party,2017,724,486,2,0,0,0
Ikast-Brande,Liberal Alliance,2005,0,0,0,0,0,0
Ikast-Brande,Liberal Alliance,2009,0,0,0,0,0,0
Ikast-Brande,Liberal Alliance,2013,242,162,2,0,0,0
Ikast-Brande,Liberal Alliance,2017,285,198,3,1,0,0
Ikast-Brande,Danish Peoples Party (1997-),2005,1787,1477,9,4,1,1
Ikast-Brande,Danish Peoples Party (1997-),2009,1614,1282,6,1,1,1
Ikast-Brande,Danish Peoples Party (1997-),2013,2283,1643,5,2,1,1
Ikast-Brande,Danish Peoples Party (1997-),2017,2982,2135,6,2,2,1
Ikast-Brande,The Slesvig Party,2005,0,0,0,0,0,0
Ikast-Brande,The Slesvig Party,2009,0,0,0,0,0,0
Ikast-Brande,The Slesvig Party,2013,0,0,0,0,0,0
Ikast-Brande,The Slesvig Party,2017,0,0,0,0,0,0
Ikast-Brande,Liberal Democratic Party,2005,5439,4931,16,5,8,0
Ikast-Brande,Liberal Democratic Party,2009,5351,4743,13,6,4,3
Ikast-Brande,Liberal Democratic Party,2013,8291,7340,15,3,8,1
Ikast-Brande,Liberal Democratic Party,2017,8135,7091,17,5,8,1
Ikast-Brande,Unity List,2005,99,55,2,1,0,0
Ikast-Brande,Unity List,2009,0,0,0,0,0,0
Ikast-Brande,Unity List,2013,509,299,3,0,0,0
Ikast-Brande,Unity List,2017,0,0,0,0,0,0
Ikast-Brande,The Alternative,2005,0,0,0,0,0,0
Ikast-Brande,The Alternative,2009,0,0,0,0,0,0
Ikast-Brande,The Alternative,2013,0,0,0,0,0,0
Ikast-Brande,The Alternative,2017,0,0,0,0,0,0
Ikast-Brande,"Letters not reserved, total",2005,7008,6620,18,6,8,1
Ikast-Brande,"Letters not reserved, total",2009,6996,6740,17,4,5,3
Ikast-Brande,"Letters not reserved, total",2013,5343,5110,9,4,3,2
Ikast-Brande,"Letters not reserved, total",2017,2007,1785,7,2,1,1
Lemvig,Social Democratic Party,2005,2627,2251,11,2,4,1
Lemvig,Social Democratic Party,2009,2325,1931,8,1,3,1
Lemvig,Social Democratic Party,2013,2675,2253,5,3,3,2
Lemvig,Social Democratic Party,2017,2640,2271,7,1,3,1
Lemvig,Social Liberal Party,2005,275,181,3,3,0,0
Lemvig,Social Liberal Party,2009,268,214,3,4,0,0
Lemvig,Social Liberal Party,2013,302,260,2,2,0,0
Lemvig,Social Liberal Party,2017,540,512,5,4,0,1
Lemvig,Conservative Peoples Party,2005,824,747,6,3,0,2
Lemvig,Conservative Peoples Party,2009,1638,1504,10,7,1,2
Lemvig,Conservative Peoples Party,2013,1260,1193,8,2,2,0
Lemvig,Conservative Peoples Party,2017,986,942,6,2,1,0
Lemvig,Nye Borgerlige,2005,0,0,0,0,0,0
Lemvig,Nye Borgerlige,2009,0,0,0,0,0,0
Lemvig,Nye Borgerlige,2013,0,0,0,0,0,0
Lemvig,Nye Borgerlige,2017,135,111,3,1,0,0
Lemvig,Socialist Peoples Party,2005,655,506,5,5,0,1
Lemvig,Socialist Peoples Party,2009,1553,1131,5,5,1,2
Lemvig,Socialist Peoples Party,2013,987,815,5,5,0,1
Lemvig,Socialist Peoples Party,2017,1074,896,5,5,1,1
Lemvig,Liberal Alliance,2005,0,0,0,0,0,0
Lemvig,Liberal Alliance,2009,0,0,0,0,0,0
Lemvig,Liberal Alliance,2013,255,211,1,0,0,0
Lemvig,Liberal Alliance,2017,266,249,2,0,0,0
Lemvig,Danish Peoples Party (1997-),2005,336,238,3,1,0,0
Lemvig,Danish Peoples Party (1997-),2009,1239,719,2,1,1,1
Lemvig,Danish Peoples Party (1997-),2013,850,593,3,1,1,0
Lemvig,Danish Peoples Party (1997-),2017,652,452,3,2,1,0
Lemvig,The Slesvig Party,2005,0,0,0,0,0,0
Lemvig,The Slesvig Party,2009,0,0,0,0,0,0
Lemvig,The Slesvig Party,2013,0,0,0,0,0,0
Lemvig,The Slesvig Party,2017,0,0,0,0,0,0
Lemvig,Liberal Democratic Party,2005,6973,6741,16,4,13,2
Lemvig,Liberal Democratic Party,2009,4778,4457,14,4,7,1
Lemvig,Liberal Democratic Party,2013,6135,5716,12,5,10,2
Lemvig,Liberal Democratic Party,2017,5970,5629,16,4,8,4
Lemvig,Unity List,2005,0,0,0,0,0,0
Lemvig,Unity List,2009,112,80,1,1,0,0
Lemvig,Unity List,2013,0,0,0,0,0,0
Lemvig,Unity List,2017,0,0,0,0,0,0
Lemvig,The Alternative,2005,0,0,0,0,0,0
Lemvig,The Alternative,2009,0,0,0,0,0,0
Lemvig,The Alternative,2013,0,0,0,0,0,0
Lemvig,The Alternative,2017,0,0,0,0,0,0
Lemvig,"Letters not reserved, total",2005,1277,1146,10,11,2,0
Lemvig,"Letters not reserved, total",2009,454,407,5,1,1,0
Lemvig,"Letters not reserved, total",2013,133,107,3,1,0,0
Lemvig,"Letters not reserved, total",2017,0,0,0,0,0,0
Ringkøbing-Skjern,Social Democratic Party,2005,5773,4675,14,7,3,2
Ringkøbing-Skjern,Social Democratic Party,2009,5709,4708,11,5,2,3
Ringkøbing-Skjern,Social Democratic Party,2013,6484,5601,5,4,3,3
Ringkøbing-Skjern,Social Democratic Party,2017,6945,6016,7,6,3,3
Ringkøbing-Skjern,Social Liberal Party,2005,672,391,6,2,0,0
Ringkøbing-Skjern,Social Liberal Party,2009,0,0,0,0,0,0
Ringkøbing-Skjern,Social Liberal Party,2013,0,0,0,0,0,0
Ringkøbing-Skjern,Social Liberal Party,2017,339,257,3,0,0,0
Ringkøbing-Skjern,Conservative Peoples Party,2005,1794,1564,17,0,2,0
Ringkøbing-Skjern,Conservative Peoples Party,2009,1303,1031,4,0,1,0
Ringkøbing-Skjern,Conservative Peoples Party,2013,829,684,3,1,0,0
Ringkøbing-Skjern,Conservative Peoples Party,2017,565,465,3,1,0,0
Ringkøbing-Skjern,Nye Borgerlige,2005,0,0,0,0,0,0
Ringkøbing-Skjern,Nye Borgerlige,2009,0,0,0,0,0,0
Ringkøbing-Skjern,Nye Borgerlige,2013,0,0,0,0,0,0
Ringkøbing-Skjern,Nye Borgerlige,2017,0,0,0,0,0,0
Ringkøbing-Skjern,Socialist Peoples Party,2005,944,624,6,2,1,0
Ringkøbing-Skjern,Socialist Peoples Party,2009,3049,2086,4,6,1,2
Ringkøbing-Skjern,Socialist Peoples Party,2013,2629,2358,6,6,2,1
Ringkøbing-Skjern,Socialist Peoples Party,2017,3100,2836,5,4,2,1
Ringkøbing-Skjern,Liberal Alliance,2005,0,0,0,0,0,0
Ringkøbing-Skjern,Liberal Alliance,2009,0,0,0,0,0,0
Ringkøbing-Skjern,Liberal Alliance,2013,360,278,1,0,0,0
Ringkøbing-Skjern,Liberal Alliance,2017,817,697,4,0,0,0
Ringkøbing-Skjern,Danish Peoples Party (1997-),2005,1053,512,3,0,1,0
Ringkøbing-Skjern,Danish Peoples Party (1997-),2009,2209,1323,8,1,1,1
Ringkøbing-Skjern,Danish Peoples Party (1997-),2013,2670,1908,3,2,1,1
Ringkøbing-Skjern,Danish Peoples Party (1997-),2017,2191,1322,6,2,2,0
Ringkøbing-Skjern,The Slesvig Party,2005,0,0,0,0,0,0
Ringkøbing-Skjern,The Slesvig Party,2009,0,0,0,0,0,0
